goos: linux
goarch: amd64
pkg: github.com/puzpuzpuz/go-concurrent-map-bench
cpu: AMD Ryzen 9 7900 12-Core Processor             
BenchmarkSyncMap_WarmUp_StringKeys/size=100/reads=100%-12         	1000000000	         1.990 ns/op	 502598429 ops/s	       0 B/op	       0 allocs/op
BenchmarkHaxmap_WarmUp_IntKeys/size=100/reads=75%-12                       	100000000	        32.28 ns/op	  30978589 ops/s	       4 B/op	       0 allocs/op
BenchmarkHaxmap_WarmUp_IntKeys/size=1000/reads=100%-12                     	1000000000	         1.500 ns/op	 666731702 ops/s	       0 B/op	       0 allocs/op
BenchmarkHaxmap_WarmUp_IntKeys/size=1000/reads=99%-12                      	908867425	         4.327 ns/op	 231080867 ops/s	       0 B/op	       0 allocs/op
BenchmarkHaxmap_WarmUp_IntKeys/size=1000/reads=90%-12                      	241719871	        14.53 ns/op	  68845322 ops/s	       1 B/op	       0 allocs/op
BenchmarkHaxmap_WarmUp_IntKeys/size=1000/reads=75%-12                      	144831182	        25.55 ns/op	  39141860 ops/s	       4 B/op	       0 allocs/op
BenchmarkHaxmap_WarmUp_IntKeys/size=100000/reads=100%-12                   	1000000000	         2.621 ns/op	 381508209 ops/s	       0 B/op	       0 allocs/op
BenchmarkHaxmap_WarmUp_IntKeys/size=100000/reads=99%-12                    	712142625	         5.119 ns/op	 195363675 ops/s	       0 B/op	       0 allocs/op
BenchmarkHaxmap_WarmUp_IntKeys/size=100000/reads=90%-12                    	233609287	        15.39 ns/op	  64958012 ops/s	       1 B/op	       0 allocs/op
BenchmarkHaxmap_WarmUp_IntKeys/size=100000/reads=75%-12                    	124700510	        28.54 ns/op	  35038929 ops/s	       3 B/op	       0 allocs/op
BenchmarkHaxmap_WarmUp_IntKeys/size=1000000/reads=100%-12                  	316312176	        11.37 ns/op	  87968776 ops/s	       0 B/op	       0 allocs/op
BenchmarkHaxmap_WarmUp_IntKeys/size=1000000/reads=99%-12                   	263673247	        14.03 ns/op	  71287720 ops/s	       0 B/op	       0 allocs/op
BenchmarkHaxmap_WarmUp_IntKeys/size=1000000/reads=90%-12                   	154875024	        23.26 ns/op	  42985214 ops/s	       1 B/op	       0 allocs/op
BenchmarkHaxmap_WarmUp_IntKeys/size=1000000/reads=75%-12                   	100000000	        36.03 ns/op	  27751009 ops/s	       3 B/op	       0 allocs/op
BenchmarkHaxmap_NoWarmUp_IntKeys/size=100/reads=99%-12                     	643617427	        10.69 ns/op	  93550348 ops/s	       0 B/op	       0 allocs/op
BenchmarkHaxmap_NoWarmUp_IntKeys/size=100/reads=90%-12                     	162503119	        22.48 ns/op	  44478727 ops/s	       1 B/op	       0 allocs/op
BenchmarkHaxmap_NoWarmUp_IntKeys/size=100/reads=75%-12                     	100000000	        32.39 ns/op	  30876535 ops/s	       4 B/op	       0 allocs/op
BenchmarkHaxmap_NoWarmUp_IntKeys/size=1000/reads=99%-12                    	1000000000	         3.852 ns/op	 259616986 ops/s	       0 B/op	       0 allocs/op
BenchmarkHaxmap_NoWarmUp_IntKeys/size=1000/reads=90%-12                    	366825678	        14.58 ns/op	  68609147 ops/s	       1 B/op	       0 allocs/op
BenchmarkHaxmap_NoWarmUp_IntKeys/size=1000/reads=75%-12                    	151914489	        25.95 ns/op	  38532558 ops/s	       4 B/op	       0 allocs/op
BenchmarkHaxmap_NoWarmUp_IntKeys/size=100000/reads=99%-12                  	762966435	         4.722 ns/op	 211762647 ops/s	       0 B/op	       0 allocs/op
BenchmarkHaxmap_NoWarmUp_IntKeys/size=100000/reads=90%-12                  	232717080	        15.30 ns/op	  65356431 ops/s	       1 B/op	       0 allocs/op
BenchmarkHaxmap_NoWarmUp_IntKeys/size=100000/reads=75%-12                  	124478967	        28.92 ns/op	  34580813 ops/s	       4 B/op	       0 allocs/op
BenchmarkHaxmap_NoWarmUp_IntKeys/size=1000000/reads=99%-12                 	636496071	        10.33 ns/op	  96831704 ops/s	       0 B/op	       0 allocs/op
BenchmarkHaxmap_NoWarmUp_IntKeys/size=1000000/reads=90%-12                 	225830058	        21.14 ns/op	  47310403 ops/s	       1 B/op	       0 allocs/op
BenchmarkHaxmap_NoWarmUp_IntKeys/size=1000000/reads=75%-12                 	100000000	        35.44 ns/op	  28215201 ops/s	       4 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_StringKeys/size=100/reads=100%-12              	264904605	        13.49 ns/op	  74102843 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_StringKeys/size=100/reads=99%-12               	132168109	        27.69 ns/op	  36108003 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_StringKeys/size=100/reads=90%-12               	71518656	        48.85 ns/op	  20472663 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_StringKeys/size=100/reads=75%-12               	58240872	        55.73 ns/op	  17944840 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_StringKeys/size=1000/reads=100%-12             	240234104	        15.02 ns/op	  66592616 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_StringKeys/size=1000/reads=99%-12              	135285939	        27.01 ns/op	  37027558 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_StringKeys/size=1000/reads=90%-12              	79768947	        47.72 ns/op	  20954573 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_StringKeys/size=1000/reads=75%-12              	55070036	        58.11 ns/op	  17208822 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_StringKeys/size=100000/reads=100%-12           	228589221	        15.69 ns/op	  63734988 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_StringKeys/size=100000/reads=99%-12            	100000000	        32.05 ns/op	  31196968 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_StringKeys/size=100000/reads=90%-12            	64352444	        57.89 ns/op	  17272851 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_StringKeys/size=100000/reads=75%-12            	51535809	        70.76 ns/op	  14132776 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_StringKeys/size=1000000/reads=100%-12          	138019329	        26.15 ns/op	  38237566 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_StringKeys/size=1000000/reads=99%-12           	68909952	        50.24 ns/op	  19904062 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_StringKeys/size=1000000/reads=90%-12           	39443488	        91.81 ns/op	  10891731 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_StringKeys/size=1000000/reads=75%-12           	29074005	       110.4 ns/op	   9054685 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_StringKeys/size=100/reads=99%-12             	130388037	        26.90 ns/op	  37169627 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_StringKeys/size=100/reads=90%-12             	75435760	        47.90 ns/op	  20876410 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_StringKeys/size=100/reads=75%-12             	64628737	        55.89 ns/op	  17891797 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_StringKeys/size=1000/reads=99%-12            	125572174	        28.62 ns/op	  34943589 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_StringKeys/size=1000/reads=90%-12            	65854690	        49.31 ns/op	  20281443 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_StringKeys/size=1000/reads=75%-12            	62284136	        60.22 ns/op	  16605834 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_StringKeys/size=100000/reads=99%-12          	100000000	        32.07 ns/op	  31181030 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_StringKeys/size=100000/reads=90%-12          	66398005	        57.27 ns/op	  17462473 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_StringKeys/size=100000/reads=75%-12          	53522694	        69.02 ns/op	  14488412 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_StringKeys/size=1000000/reads=99%-12         	93357337	        41.08 ns/op	  24340099 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_StringKeys/size=1000000/reads=90%-12         	43399052	        87.58 ns/op	  11417885 ops/s	       1 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_StringKeys/size=1000000/reads=75%-12         	32957896	       107.7 ns/op	   9280754 ops/s	       1 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_IntKeys/size=100/reads=100%-12                 	298812674	        11.99 ns/op	  83422187 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_IntKeys/size=100/reads=99%-12                  	195996056	        18.18 ns/op	  55011992 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_IntKeys/size=100/reads=90%-12                  	141938941	        25.00 ns/op	  39994552 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_IntKeys/size=100/reads=75%-12                  	100000000	        30.15 ns/op	  33164770 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_IntKeys/size=1000/reads=100%-12                	256876322	        14.02 ns/op	  71323593 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_IntKeys/size=1000/reads=99%-12                 	185669298	        18.14 ns/op	  55139942 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_IntKeys/size=1000/reads=90%-12                 	127044078	        27.98 ns/op	  35739408 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_IntKeys/size=1000/reads=75%-12                 	100000000	        33.41 ns/op	  29928082 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_IntKeys/size=100000/reads=100%-12              	270093114	        13.53 ns/op	  73902899 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_IntKeys/size=100000/reads=99%-12               	156895794	        22.14 ns/op	  45166843 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_IntKeys/size=100000/reads=90%-12               	100000000	        34.56 ns/op	  28934118 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_IntKeys/size=100000/reads=75%-12               	80247663	        43.55 ns/op	  22961101 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_IntKeys/size=1000000/reads=100%-12             	240188708	        14.98 ns/op	  66772699 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_IntKeys/size=1000000/reads=99%-12              	126271034	        29.20 ns/op	  34248699 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_IntKeys/size=1000000/reads=90%-12              	72370924	        45.21 ns/op	  22118955 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_IntKeys/size=1000000/reads=75%-12              	66311900	        56.16 ns/op	  17806000 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_IntKeys/size=100/reads=99%-12                	198688578	        18.71 ns/op	  53449914 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_IntKeys/size=100/reads=90%-12                	141997128	        25.94 ns/op	  38545294 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_IntKeys/size=100/reads=75%-12                	123071290	        29.40 ns/op	  34017896 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_IntKeys/size=1000/reads=99%-12               	179049109	        21.05 ns/op	  47505639 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_IntKeys/size=1000/reads=90%-12               	123932048	        30.87 ns/op	  32397193 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_IntKeys/size=1000/reads=75%-12               	96602139	        33.84 ns/op	  29548259 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_IntKeys/size=100000/reads=99%-12             	157553680	        23.67 ns/op	  42254483 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_IntKeys/size=100000/reads=90%-12             	100000000	        33.67 ns/op	  29703886 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_IntKeys/size=100000/reads=75%-12             	86363193	        42.87 ns/op	  23326681 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_IntKeys/size=1000000/reads=99%-12            	152560447	        24.20 ns/op	  41317099 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_IntKeys/size=1000000/reads=90%-12            	88908439	        41.60 ns/op	  24036182 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_IntKeys/size=1000000/reads=75%-12            	61180453	        50.98 ns/op	  19615033 ops/s	       0 B/op	       0 allocs/op
PASS
ok  	github.com/puzpuzpuz/go-concurrent-map-bench	1395.164s
goos: linux
goarch: amd64
pkg: github.com/puzpuzpuz/go-concurrent-map-bench
cpu: AMD Ryzen 9 7900 12-Core Processor             
BenchmarkSyncMap_Range_StringKeys/size=100-12  	39505677	        92.66 ns/op	  10792075 ops/s	      28 B/op	       1 allocs/op
BenchmarkSyncMap_Range_StringKeys/size=100-12  	38719984	        96.12 ns/op	  10403785 ops/s	      31 B/op	       1 allocs/op
BenchmarkSyncMap_Range_StringKeys/size=100-12  	44786317	        90.22 ns/op	  11083967 ops/s	      28 B/op	       1 allocs/op
BenchmarkSyncMap_Range_StringKeys/size=1000-12 	 4928002	       744.3 ns/op	   1343525 ops/s	     173 B/op	       7 allocs/op
BenchmarkSyncMap_Range_StringKeys/size=1000-12 	 4841155	       739.9 ns/op	   1351423 ops/s	     159 B/op	       6 allocs/op
BenchmarkSyncMap_Range_StringKeys/size=1000-12 	 4915332	       753.9 ns/op	   1326405 ops/s	     178 B/op	       7 allocs/op
BenchmarkSyncMap_Range_StringKeys/size=100000-12         	   13495	    267936 ns/op	      3732 ops/s	   48386 B/op	    2015 allocs/op
BenchmarkSyncMap_Range_StringKeys/size=100000-12         	   13669	    271159 ns/op	      3688 ops/s	   52932 B/op	    2204 allocs/op
BenchmarkSyncMap_Range_StringKeys/size=100000-12         	   13905	    264178 ns/op	      3785 ops/s	   49299 B/op	    2053 allocs/op
BenchmarkSyncMap_Range_StringKeys/size=1000000-12        	     422	   8724395 ns/op	       114.6 ops/s	  737826 B/op	   30740 allocs/op
BenchmarkSyncMap_Range_StringKeys/size=1000000-12        	     422	   8539381 ns/op	       117.1 ops/s	  739718 B/op	   30820 allocs/op
BenchmarkSyncMap_Range_StringKeys/size=1000000-12        	     428	   8685950 ns/op	       115.1 ops/s	  738177 B/op	   30755 allocs/op
BenchmarkSyncMap_Range_IntKeys/size=100-12               	46130890	        93.61 ns/op	  10682022 ops/s	      28 B/op	       1 allocs/op
BenchmarkSyncMap_Range_IntKeys/size=100-12               	41733261	        88.86 ns/op	  11253417 ops/s	      28 B/op	       1 allocs/op
BenchmarkSyncMap_Range_IntKeys/size=100-12               	37499233	        90.93 ns/op	  10997114 ops/s	      28 B/op	       1 allocs/op
BenchmarkSyncMap_Range_IntKeys/size=1000-12              	 5117727	       708.5 ns/op	   1411479 ops/s	     164 B/op	       7 allocs/op
BenchmarkSyncMap_Range_IntKeys/size=1000-12              	 5002275	       736.7 ns/op	   1357382 ops/s	     158 B/op	       6 allocs/op
BenchmarkSyncMap_Range_IntKeys/size=1000-12              	 4827808	       730.5 ns/op	   1368851 ops/s	     157 B/op	       6 allocs/op
BenchmarkSyncMap_Range_IntKeys/size=100000-12            	   15289	    233389 ns/op	      4285 ops/s	   60770 B/op	    2845 allocs/op
BenchmarkSyncMap_Range_IntKeys/size=100000-12            	   15380	    236483 ns/op	      4229 ops/s	   60611 B/op	    2838 allocs/op
BenchmarkSyncMap_Range_IntKeys/size=100000-12            	   15440	    236667 ns/op	      4225 ops/s	   62125 B/op	    2909 allocs/op
BenchmarkSyncMap_Range_IntKeys/size=1000000-12           	     487	   8098690 ns/op	       123.5 ops/s	  798679 B/op	   37434 allocs/op
BenchmarkSyncMap_Range_IntKeys/size=1000000-12           	     411	   8047297 ns/op	       124.3 ops/s	  792940 B/op	   37165 allocs/op
BenchmarkSyncMap_Range_IntKeys/size=1000000-12           	     463	   8014520 ns/op	       124.8 ops/s	  808502 B/op	   37894 allocs/op
BenchmarkXsyncMapOf_Range_StringKeys/size=100-12         	100000000	        42.51 ns/op	  23526432 ops/s	      18 B/op	       1 allocs/op
BenchmarkXsyncMapOf_Range_StringKeys/size=100-12         	86623344	        40.77 ns/op	  24527951 ops/s	      18 B/op	       1 allocs/op
BenchmarkXsyncMapOf_Range_StringKeys/size=100-12         	100000000	        40.61 ns/op	  24621462 ops/s	      18 B/op	       1 allocs/op
BenchmarkXsyncMapOf_Range_StringKeys/size=1000-12        	13629344	       274.2 ns/op	   3646666 ops/s	      47 B/op	       2 allocs/op
BenchmarkXsyncMapOf_Range_StringKeys/size=1000-12        	13204033	       280.6 ns/op	   3563294 ops/s	      49 B/op	       2 allocs/op
BenchmarkXsyncMapOf_Range_StringKeys/size=1000-12        	13044208	       282.4 ns/op	   3540901 ops/s	      50 B/op	       2 allocs/op
BenchmarkXsyncMapOf_Range_StringKeys/size=100000-12      	   96273	     38255 ns/op	     26140 ops/s	    5632 B/op	     235 allocs/op
BenchmarkXsyncMapOf_Range_StringKeys/size=100000-12      	   97513	     38134 ns/op	     26223 ops/s	    4949 B/op	     206 allocs/op
BenchmarkXsyncMapOf_Range_StringKeys/size=100000-12      	   95674	     38372 ns/op	     26060 ops/s	    4865 B/op	     203 allocs/op
BenchmarkXsyncMapOf_Range_StringKeys/size=1000000-12     	    2562	   1677962 ns/op	       596.0 ops/s	   88733 B/op	    3697 allocs/op
BenchmarkXsyncMapOf_Range_StringKeys/size=1000000-12     	    2613	   1668065 ns/op	       599.5 ops/s	   89319 B/op	    3721 allocs/op
BenchmarkXsyncMapOf_Range_StringKeys/size=1000000-12     	    2583	   1671492 ns/op	       598.3 ops/s	   89424 B/op	    3726 allocs/op
BenchmarkXsyncMapOf_Range_IntKeys/size=100-12            	86498554	        37.78 ns/op	  26469533 ops/s	      17 B/op	       1 allocs/op
BenchmarkXsyncMapOf_Range_IntKeys/size=100-12            	82644561	        38.50 ns/op	  25973838 ops/s	      17 B/op	       1 allocs/op
BenchmarkXsyncMapOf_Range_IntKeys/size=100-12            	93479155	        38.05 ns/op	  26280112 ops/s	      17 B/op	       1 allocs/op
BenchmarkXsyncMapOf_Range_IntKeys/size=1000-12           	15916018	       221.8 ns/op	   4507995 ops/s	      38 B/op	       2 allocs/op
BenchmarkXsyncMapOf_Range_IntKeys/size=1000-12           	16629418	       224.3 ns/op	   4457608 ops/s	      38 B/op	       2 allocs/op
BenchmarkXsyncMapOf_Range_IntKeys/size=1000-12           	15843825	       228.7 ns/op	   4372020 ops/s	      39 B/op	       2 allocs/op
BenchmarkXsyncMapOf_Range_IntKeys/size=100000-12         	  115417	     31379 ns/op	     31868 ops/s	    3841 B/op	     240 allocs/op
BenchmarkXsyncMapOf_Range_IntKeys/size=100000-12         	  117848	     31465 ns/op	     31781 ops/s	    3891 B/op	     243 allocs/op
BenchmarkXsyncMapOf_Range_IntKeys/size=100000-12         	  117229	     31396 ns/op	     31850 ops/s	    3921 B/op	     245 allocs/op
BenchmarkXsyncMapOf_Range_IntKeys/size=1000000-12        	    3092	   1457953 ns/op	       685.9 ops/s	  120413 B/op	    7525 allocs/op
BenchmarkXsyncMapOf_Range_IntKeys/size=1000000-12        	    3354	   1459040 ns/op	       685.4 ops/s	  118735 B/op	    7420 allocs/op
BenchmarkXsyncMapOf_Range_IntKeys/size=1000000-12        	    3316	   1472887 ns/op	       678.9 ops/s	  121160 B/op	    7572 allocs/op
BenchmarkCornelkHashmap_Range_StringKeys/size=100-12     	69770098	        63.69 ns/op	  15700534 ops/s	      18 B/op	       1 allocs/op
BenchmarkCornelkHashmap_Range_StringKeys/size=100-12     	67399874	        57.24 ns/op	  17469993 ops/s	      17 B/op	       1 allocs/op
BenchmarkCornelkHashmap_Range_StringKeys/size=100-12     	66249339	        64.27 ns/op	  15559081 ops/s	      18 B/op	       1 allocs/op
BenchmarkCornelkHashmap_Range_StringKeys/size=1000-12    	 8516367	       422.4 ns/op	   2367551 ops/s	      31 B/op	       2 allocs/op
BenchmarkCornelkHashmap_Range_StringKeys/size=1000-12    	 8529702	       435.4 ns/op	   2296877 ops/s	      37 B/op	       3 allocs/op
BenchmarkCornelkHashmap_Range_StringKeys/size=1000-12    	 8602677	       423.9 ns/op	   2359262 ops/s	      36 B/op	       3 allocs/op
BenchmarkCornelkHashmap_Range_IntKeys/size=100-12        	70280280	        65.09 ns/op	  15364035 ops/s	      18 B/op	       1 allocs/op
BenchmarkCornelkHashmap_Range_IntKeys/size=100-12        	52709605	        66.10 ns/op	  15127563 ops/s	      18 B/op	       1 allocs/op
BenchmarkCornelkHashmap_Range_IntKeys/size=100-12        	53235688	        65.94 ns/op	  15164457 ops/s	      18 B/op	       1 allocs/op
BenchmarkCornelkHashmap_Range_IntKeys/size=1000-12       	 9025420	       401.1 ns/op	   2493274 ops/s	      33 B/op	       3 allocs/op
BenchmarkCornelkHashmap_Range_IntKeys/size=1000-12       	 8741864	       397.8 ns/op	   2513681 ops/s	      33 B/op	       3 allocs/op
BenchmarkCornelkHashmap_Range_IntKeys/size=1000-12       	 9007261	       399.4 ns/op	   2503282 ops/s	      38 B/op	       3 allocs/op
BenchmarkHaxmap_Range_StringKeys/size=100-12             	60799707	        58.59 ns/op	  17067478 ops/s	      18 B/op	       1 allocs/op
BenchmarkHaxmap_Range_StringKeys/size=100-12             	60964105	        58.38 ns/op	  17129324 ops/s	      18 B/op	       1 allocs/op
BenchmarkHaxmap_Range_StringKeys/size=100-12             	65874531	        59.02 ns/op	  16943924 ops/s	      18 B/op	       1 allocs/op
BenchmarkHaxmap_Range_StringKeys/size=1000-12            	10711383	       348.0 ns/op	   2873189 ops/s	      33 B/op	       3 allocs/op
BenchmarkHaxmap_Range_StringKeys/size=1000-12            	10890446	       339.0 ns/op	   2949721 ops/s	      28 B/op	       2 allocs/op
BenchmarkHaxmap_Range_StringKeys/size=1000-12            	10531435	       342.1 ns/op	   2923103 ops/s	      29 B/op	       2 allocs/op
BenchmarkHaxmap_Range_StringKeys/size=100000-12          	   33925	    105633 ns/op	      9467 ops/s	    5380 B/op	     671 allocs/op
BenchmarkHaxmap_Range_StringKeys/size=100000-12          	   34144	    105620 ns/op	      9468 ops/s	    5468 B/op	     682 allocs/op
BenchmarkHaxmap_Range_StringKeys/size=100000-12          	   34074	    105838 ns/op	      9448 ops/s	    5534 B/op	     690 allocs/op
BenchmarkHaxmap_Range_StringKeys/size=1000000-12         	     451	   7441025 ns/op	       134.4 ops/s	  135764 B/op	   16969 allocs/op
BenchmarkHaxmap_Range_StringKeys/size=1000000-12         	     453	   7443306 ns/op	       134.3 ops/s	  139622 B/op	   17451 allocs/op
BenchmarkHaxmap_Range_StringKeys/size=1000000-12         	     427	   7454429 ns/op	       134.1 ops/s	  138367 B/op	   17294 allocs/op
BenchmarkHaxmap_Range_IntKeys/size=100-12                	62705869	        53.28 ns/op	  18768807 ops/s	      17 B/op	       1 allocs/op
BenchmarkHaxmap_Range_IntKeys/size=100-12                	60949314	        54.29 ns/op	  18417531 ops/s	      17 B/op	       1 allocs/op
BenchmarkHaxmap_Range_IntKeys/size=100-12                	62408984	        55.53 ns/op	  18008917 ops/s	      18 B/op	       1 allocs/op
BenchmarkHaxmap_Range_IntKeys/size=1000-12               	10528875	       348.5 ns/op	   2869618 ops/s	      35 B/op	       3 allocs/op
BenchmarkHaxmap_Range_IntKeys/size=1000-12               	10713428	       352.5 ns/op	   2836624 ops/s	      35 B/op	       3 allocs/op
BenchmarkHaxmap_Range_IntKeys/size=1000-12               	10377844	       351.1 ns/op	   2848544 ops/s	      35 B/op	       3 allocs/op
BenchmarkHaxmap_Range_IntKeys/size=100000-12             	   33054	    110264 ns/op	      9069 ops/s	    7728 B/op	     965 allocs/op
BenchmarkHaxmap_Range_IntKeys/size=100000-12             	   33465	    110307 ns/op	      9066 ops/s	    7883 B/op	     984 allocs/op
BenchmarkHaxmap_Range_IntKeys/size=100000-12             	   32743	    110794 ns/op	      9026 ops/s	    7757 B/op	     968 allocs/op
BenchmarkHaxmap_Range_IntKeys/size=1000000-12            	     493	   7415030 ns/op	       134.9 ops/s	  197508 B/op	   24687 allocs/op
BenchmarkHaxmap_Range_IntKeys/size=1000000-12            	     470	   7457228 ns/op	       134.1 ops/s	  196950 B/op	   24617 allocs/op
BenchmarkHaxmap_Range_IntKeys/size=1000000-12            	     482	   7449149 ns/op	       134.2 ops/s	  200709 B/op	   25087 allocs/op
BenchmarkOrcamanCmap_Range_StringKeys/size=100-12        	  546271	      6479 ns/op	    154336 ops/s	   13160 B/op	     200 allocs/op
BenchmarkOrcamanCmap_Range_StringKeys/size=100-12        	  528727	      6488 ns/op	    154126 ops/s	   13160 B/op	     200 allocs/op
BenchmarkOrcamanCmap_Range_StringKeys/size=100-12        	  542696	      6472 ns/op	    154505 ops/s	   13160 B/op	     200 allocs/op
BenchmarkOrcamanCmap_Range_StringKeys/size=1000-12       	  243206	     14437 ns/op	     69266 ops/s	   58088 B/op	     200 allocs/op
BenchmarkOrcamanCmap_Range_StringKeys/size=1000-12       	  243915	     14296 ns/op	     69949 ops/s	   58088 B/op	     200 allocs/op
BenchmarkOrcamanCmap_Range_StringKeys/size=1000-12       	  254638	     14510 ns/op	     68915 ops/s	   58088 B/op	     200 allocs/op
BenchmarkOrcamanCmap_Range_StringKeys/size=100000-12     	    2934	   1088951 ns/op	       918.3 ops/s	 5029612 B/op	     200 allocs/op
BenchmarkOrcamanCmap_Range_StringKeys/size=100000-12     	    3310	   1147674 ns/op	       871.3 ops/s	 5029612 B/op	     200 allocs/op
BenchmarkOrcamanCmap_Range_StringKeys/size=100000-12     	    3060	   1117633 ns/op	       894.7 ops/s	 5029612 B/op	     200 allocs/op
BenchmarkOrcamanCmap_Range_StringKeys/size=1000000-12    	     300	  13314495 ns/op	        75.11 ops/s	48127728 B/op	     200 allocs/op
BenchmarkOrcamanCmap_Range_StringKeys/size=1000000-12    	     292	  12049904 ns/op	        82.99 ops/s	48127723 B/op	     200 allocs/op
BenchmarkOrcamanCmap_Range_StringKeys/size=1000000-12    	     266	  12535683 ns/op	        79.77 ops/s	48127724 B/op	     200 allocs/op
BenchmarkOrcamanCmap_Range_IntKeys/size=100-12           	  542454	      6078 ns/op	    164524 ops/s	   11192 B/op	     167 allocs/op
BenchmarkOrcamanCmap_Range_IntKeys/size=100-12           	  527340	      6107 ns/op	    163747 ops/s	   11192 B/op	     167 allocs/op
BenchmarkOrcamanCmap_Range_IntKeys/size=100-12           	  545898	      6092 ns/op	    164148 ops/s	   11192 B/op	     167 allocs/op
BenchmarkOrcamanCmap_Range_IntKeys/size=1000-12          	  260959	     13133 ns/op	     76143 ops/s	   41080 B/op	     167 allocs/op
BenchmarkOrcamanCmap_Range_IntKeys/size=1000-12          	  266742	     13002 ns/op	     76913 ops/s	   41080 B/op	     167 allocs/op
