goos: linux
goarch: amd64
pkg: github.com/puzpuzpuz/go-concurrent-map-bench
cpu: AMD Ryzen 9 7900 12-Core Processor             
BenchmarkSyncMap_WarmUp_StringKeys/size=100/reads=100%-8         	1000000000	         3.253 ns/op	 307364380 ops/s	       0 B/op	       0 allocs/op
BenchmarkHaxmap_WarmUp_IntKeys/size=100/reads=75%-8                       	100000000	        39.86 ns/op	  25087204 ops/s	       3 B/op	       0 allocs/op
BenchmarkHaxmap_WarmUp_IntKeys/size=1000/reads=100%-8                     	1000000000	         2.112 ns/op	 473383496 ops/s	       0 B/op	       0 allocs/op
BenchmarkHaxmap_WarmUp_IntKeys/size=1000/reads=99%-8                      	742849726	         5.277 ns/op	 189506968 ops/s	       0 B/op	       0 allocs/op
BenchmarkHaxmap_WarmUp_IntKeys/size=1000/reads=90%-8                      	214096250	        16.71 ns/op	  59847171 ops/s	       1 B/op	       0 allocs/op
BenchmarkHaxmap_WarmUp_IntKeys/size=1000/reads=75%-8                      	126563484	        29.27 ns/op	  34163983 ops/s	       4 B/op	       0 allocs/op
BenchmarkHaxmap_WarmUp_IntKeys/size=100000/reads=100%-8                   	960149547	         3.761 ns/op	 265895112 ops/s	       0 B/op	       0 allocs/op
BenchmarkHaxmap_WarmUp_IntKeys/size=100000/reads=99%-8                    	555454605	         6.570 ns/op	 152199741 ops/s	       0 B/op	       0 allocs/op
BenchmarkHaxmap_WarmUp_IntKeys/size=100000/reads=90%-8                    	212489704	        16.99 ns/op	  58856681 ops/s	       1 B/op	       0 allocs/op
BenchmarkHaxmap_WarmUp_IntKeys/size=100000/reads=75%-8                    	100000000	        31.23 ns/op	  32016686 ops/s	       3 B/op	       0 allocs/op
BenchmarkHaxmap_WarmUp_IntKeys/size=1000000/reads=100%-8                  	213269764	        16.85 ns/op	  59334256 ops/s	       0 B/op	       0 allocs/op
BenchmarkHaxmap_WarmUp_IntKeys/size=1000000/reads=99%-8                   	180815661	        20.81 ns/op	  48052387 ops/s	       0 B/op	       0 allocs/op
BenchmarkHaxmap_WarmUp_IntKeys/size=1000000/reads=90%-8                   	139001803	        25.81 ns/op	  38745026 ops/s	       1 B/op	       0 allocs/op
BenchmarkHaxmap_WarmUp_IntKeys/size=1000000/reads=75%-8                   	100000000	        42.36 ns/op	  23606627 ops/s	       3 B/op	       0 allocs/op
BenchmarkHaxmap_NoWarmUp_IntKeys/size=100/reads=99%-8                     	694543928	        14.76 ns/op	  67739901 ops/s	       0 B/op	       0 allocs/op
BenchmarkHaxmap_NoWarmUp_IntKeys/size=100/reads=90%-8                     	128874186	        27.96 ns/op	  35771080 ops/s	       1 B/op	       0 allocs/op
BenchmarkHaxmap_NoWarmUp_IntKeys/size=100/reads=75%-8                     	100000000	        47.32 ns/op	  21133947 ops/s	       3 B/op	       0 allocs/op
BenchmarkHaxmap_NoWarmUp_IntKeys/size=1000/reads=99%-8                    	801387426	         4.762 ns/op	 209989463 ops/s	       0 B/op	       0 allocs/op
BenchmarkHaxmap_NoWarmUp_IntKeys/size=1000/reads=90%-8                    	221184898	        16.48 ns/op	  60664199 ops/s	       1 B/op	       0 allocs/op
BenchmarkHaxmap_NoWarmUp_IntKeys/size=1000/reads=75%-8                    	165707385	        29.20 ns/op	  34249734 ops/s	       4 B/op	       0 allocs/op
BenchmarkHaxmap_NoWarmUp_IntKeys/size=100000/reads=99%-8                  	582352992	         6.228 ns/op	 160572469 ops/s	       0 B/op	       0 allocs/op
BenchmarkHaxmap_NoWarmUp_IntKeys/size=100000/reads=90%-8                  	276043804	        16.85 ns/op	  59357259 ops/s	       1 B/op	       0 allocs/op
BenchmarkHaxmap_NoWarmUp_IntKeys/size=100000/reads=75%-8                  	100000000	        30.46 ns/op	  32825170 ops/s	       4 B/op	       0 allocs/op
BenchmarkHaxmap_NoWarmUp_IntKeys/size=1000000/reads=99%-8                 	462712276	        14.08 ns/op	  71022965 ops/s	       0 B/op	       0 allocs/op
BenchmarkHaxmap_NoWarmUp_IntKeys/size=1000000/reads=90%-8                 	134078793	        25.31 ns/op	  39510738 ops/s	       1 B/op	       0 allocs/op
BenchmarkHaxmap_NoWarmUp_IntKeys/size=1000000/reads=75%-8                 	100000000	        39.65 ns/op	  25219834 ops/s	       4 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_StringKeys/size=100/reads=100%-8              	229080673	        15.62 ns/op	  64019274 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_StringKeys/size=100/reads=99%-8               	129954520	        26.52 ns/op	  37708428 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_StringKeys/size=100/reads=90%-8               	74173170	        50.41 ns/op	  19835517 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_StringKeys/size=100/reads=75%-8               	63354878	        59.04 ns/op	  16936694 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_StringKeys/size=1000/reads=100%-8             	209061769	        17.18 ns/op	  58219456 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_StringKeys/size=1000/reads=99%-8              	124885953	        27.96 ns/op	  35760494 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_StringKeys/size=1000/reads=90%-8              	63328258	        53.43 ns/op	  18715780 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_StringKeys/size=1000/reads=75%-8              	50502526	        62.63 ns/op	  15966787 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_StringKeys/size=100000/reads=100%-8           	201259562	        17.87 ns/op	  55962621 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_StringKeys/size=100000/reads=99%-8            	93409552	        33.85 ns/op	  29545147 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_StringKeys/size=100000/reads=90%-8            	53089138	        65.49 ns/op	  15270406 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_StringKeys/size=100000/reads=75%-8            	47726295	        76.77 ns/op	  13025818 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_StringKeys/size=1000000/reads=100%-8          	100000000	        33.93 ns/op	  29469831 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_StringKeys/size=1000000/reads=99%-8           	61838208	        56.57 ns/op	  17678692 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_StringKeys/size=1000000/reads=90%-8           	32711132	       105.5 ns/op	   9481744 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_StringKeys/size=1000000/reads=75%-8           	27633988	       128.4 ns/op	   7785395 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_StringKeys/size=100/reads=99%-8             	130314873	        26.63 ns/op	  37551806 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_StringKeys/size=100/reads=90%-8             	74874777	        49.50 ns/op	  20202386 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_StringKeys/size=100/reads=75%-8             	62705928	        57.68 ns/op	  17337727 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_StringKeys/size=1000/reads=99%-8            	134792913	        27.27 ns/op	  36668052 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_StringKeys/size=1000/reads=90%-8            	69568191	        53.59 ns/op	  18659615 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_StringKeys/size=1000/reads=75%-8            	56941376	        64.01 ns/op	  15622578 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_StringKeys/size=100000/reads=99%-8          	100000000	        33.83 ns/op	  29560546 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_StringKeys/size=100000/reads=90%-8          	56646810	        62.05 ns/op	  16116005 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_StringKeys/size=100000/reads=75%-8          	48589647	        74.48 ns/op	  13425698 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_StringKeys/size=1000000/reads=99%-8         	91573118	        45.79 ns/op	  21839833 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_StringKeys/size=1000000/reads=90%-8         	40319923	        97.93 ns/op	  10211047 ops/s	       1 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_StringKeys/size=1000000/reads=75%-8         	31528321	       124.4 ns/op	   8037680 ops/s	       1 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_IntKeys/size=100/reads=100%-8                 	300159186	        12.04 ns/op	  83038839 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_IntKeys/size=100/reads=99%-8                  	224031637	        16.20 ns/op	  61736607 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_IntKeys/size=100/reads=90%-8                  	138011086	        25.77 ns/op	  38810246 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_IntKeys/size=100/reads=75%-8                  	122569831	        29.57 ns/op	  33814875 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_IntKeys/size=1000/reads=100%-8                	247662172	        14.57 ns/op	  68614842 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_IntKeys/size=1000/reads=99%-8                 	216586614	        16.36 ns/op	  61111199 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_IntKeys/size=1000/reads=90%-8                 	126657990	        28.28 ns/op	  35361115 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_IntKeys/size=1000/reads=75%-8                 	100000000	        32.19 ns/op	  31065058 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_IntKeys/size=100000/reads=100%-8              	261776104	        13.83 ns/op	  72298578 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_IntKeys/size=100000/reads=99%-8               	164988024	        22.67 ns/op	  44119834 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_IntKeys/size=100000/reads=90%-8               	100000000	        38.96 ns/op	  25668463 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_IntKeys/size=100000/reads=75%-8               	72834032	        46.16 ns/op	  21663987 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_IntKeys/size=1000000/reads=100%-8             	217467438	        16.15 ns/op	  61912791 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_IntKeys/size=1000000/reads=99%-8              	120531008	        30.17 ns/op	  33140048 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_IntKeys/size=1000000/reads=90%-8              	67840257	        50.59 ns/op	  19765114 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_WarmUp_IntKeys/size=1000000/reads=75%-8              	57741453	        61.52 ns/op	  16256068 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_IntKeys/size=100/reads=99%-8                	199315436	        17.90 ns/op	  55871080 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_IntKeys/size=100/reads=90%-8                	138883926	        26.12 ns/op	  38285543 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_IntKeys/size=100/reads=75%-8                	123392466	        29.44 ns/op	  33967583 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_IntKeys/size=1000/reads=99%-8               	210869340	        17.41 ns/op	  57433539 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_IntKeys/size=1000/reads=90%-8               	121281586	        29.66 ns/op	  33711942 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_IntKeys/size=1000/reads=75%-8               	100000000	        33.85 ns/op	  29545088 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_IntKeys/size=100000/reads=99%-8             	176791390	        22.26 ns/op	  44914088 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_IntKeys/size=100000/reads=90%-8             	100000000	        36.32 ns/op	  27535427 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_IntKeys/size=100000/reads=75%-8             	73598942	        43.54 ns/op	  22965165 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_IntKeys/size=1000000/reads=99%-8            	159599745	        23.39 ns/op	  42744704 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_IntKeys/size=1000000/reads=90%-8            	100000000	        42.64 ns/op	  23453868 ops/s	       0 B/op	       0 allocs/op
BenchmarkOrcamanCmap_NoWarmUp_IntKeys/size=1000000/reads=75%-8            	79870479	        53.60 ns/op	  18655830 ops/s	       0 B/op	       0 allocs/op
PASS
ok  	github.com/puzpuzpuz/go-concurrent-map-bench	1474.526s
goos: linux
goarch: amd64
pkg: github.com/puzpuzpuz/go-concurrent-map-bench
cpu: AMD Ryzen 9 7900 12-Core Processor             
BenchmarkSyncMap_Range_StringKeys/size=100-8 	30404985	       138.8 ns/op	   7207111 ops/s	      40 B/op	       1 allocs/op
BenchmarkSyncMap_Range_StringKeys/size=100-8 	29900095	       135.8 ns/op	   7363745 ops/s	      38 B/op	       1 allocs/op
BenchmarkSyncMap_Range_StringKeys/size=100-8 	32048083	       132.2 ns/op	   7563145 ops/s	      37 B/op	       1 allocs/op
BenchmarkSyncMap_Range_StringKeys/size=1000-8         	 3194180	      1122 ns/op	    891137 ops/s	     252 B/op	      10 allocs/op
BenchmarkSyncMap_Range_StringKeys/size=1000-8         	 3187111	      1116 ns/op	    896164 ops/s	     234 B/op	       9 allocs/op
BenchmarkSyncMap_Range_StringKeys/size=1000-8         	 3144012	      1091 ns/op	    916365 ops/s	     244 B/op	       9 allocs/op
BenchmarkSyncMap_Range_StringKeys/size=100000-8       	   10000	    385335 ns/op	      2595 ops/s	   73370 B/op	    3055 allocs/op
BenchmarkSyncMap_Range_StringKeys/size=100000-8       	   10000	    393025 ns/op	      2544 ops/s	   76155 B/op	    3171 allocs/op
BenchmarkSyncMap_Range_StringKeys/size=100000-8       	   10000	    397673 ns/op	      2515 ops/s	   78305 B/op	    3261 allocs/op
BenchmarkSyncMap_Range_StringKeys/size=1000000-8      	     271	  13155604 ns/op	        76.01 ops/s	 1118930 B/op	   46619 allocs/op
BenchmarkSyncMap_Range_StringKeys/size=1000000-8      	     271	  13208105 ns/op	        75.71 ops/s	 1121310 B/op	   46718 allocs/op
BenchmarkSyncMap_Range_StringKeys/size=1000000-8      	     277	  13038255 ns/op	        76.70 ops/s	 1094829 B/op	   45615 allocs/op
BenchmarkSyncMap_Range_IntKeys/size=100-8             	25069026	       136.3 ns/op	   7336212 ops/s	      39 B/op	       1 allocs/op
BenchmarkSyncMap_Range_IntKeys/size=100-8             	36436534	       147.6 ns/op	   6772756 ops/s	      39 B/op	       1 allocs/op
BenchmarkSyncMap_Range_IntKeys/size=100-8             	31805698	       142.8 ns/op	   7001161 ops/s	      39 B/op	       1 allocs/op
BenchmarkSyncMap_Range_IntKeys/size=1000-8            	 3286843	      1136 ns/op	    880422 ops/s	     267 B/op	      11 allocs/op
BenchmarkSyncMap_Range_IntKeys/size=1000-8            	 3216360	      1118 ns/op	    894642 ops/s	     241 B/op	      10 allocs/op
BenchmarkSyncMap_Range_IntKeys/size=1000-8            	 3205314	      1120 ns/op	    892829 ops/s	     247 B/op	      10 allocs/op
BenchmarkSyncMap_Range_IntKeys/size=100000-8          	   10000	    337763 ns/op	      2961 ops/s	   89875 B/op	    4208 allocs/op
BenchmarkSyncMap_Range_IntKeys/size=100000-8          	   10000	    351985 ns/op	      2841 ops/s	   94210 B/op	    4411 allocs/op
BenchmarkSyncMap_Range_IntKeys/size=100000-8          	   10000	    348504 ns/op	      2869 ops/s	   88965 B/op	    4166 allocs/op
BenchmarkSyncMap_Range_IntKeys/size=1000000-8         	     288	  12010588 ns/op	        83.26 ops/s	 1166968 B/op	   54696 allocs/op
BenchmarkSyncMap_Range_IntKeys/size=1000000-8         	     306	  11995185 ns/op	        83.37 ops/s	 1200151 B/op	   56251 allocs/op
BenchmarkSyncMap_Range_IntKeys/size=1000000-8         	     306	  11968005 ns/op	        83.56 ops/s	 1183484 B/op	   55470 allocs/op
BenchmarkXsyncMapOf_Range_StringKeys/size=100-8       	55011951	        63.19 ns/op	  15825759 ops/s	      20 B/op	       1 allocs/op
BenchmarkXsyncMapOf_Range_StringKeys/size=100-8       	72862054	        62.42 ns/op	  16020836 ops/s	      20 B/op	       1 allocs/op
BenchmarkXsyncMapOf_Range_StringKeys/size=100-8       	57787088	        62.69 ns/op	  15950630 ops/s	      20 B/op	       1 allocs/op
BenchmarkXsyncMapOf_Range_StringKeys/size=1000-8      	 8164358	       447.6 ns/op	   2233912 ops/s	      80 B/op	       3 allocs/op
BenchmarkXsyncMapOf_Range_StringKeys/size=1000-8      	 8269951	       433.6 ns/op	   2306189 ops/s	      77 B/op	       3 allocs/op
BenchmarkXsyncMapOf_Range_StringKeys/size=1000-8      	 8093163	       444.5 ns/op	   2249763 ops/s	      74 B/op	       3 allocs/op
BenchmarkXsyncMapOf_Range_StringKeys/size=100000-8    	   61092	     58823 ns/op	     17000 ops/s	    9678 B/op	     403 allocs/op
BenchmarkXsyncMapOf_Range_StringKeys/size=100000-8    	   61646	     58427 ns/op	     17115 ops/s	    9337 B/op	     389 allocs/op
BenchmarkXsyncMapOf_Range_StringKeys/size=100000-8    	   64442	     58136 ns/op	     17201 ops/s	    7909 B/op	     329 allocs/op
BenchmarkXsyncMapOf_Range_StringKeys/size=1000000-8   	    1605	   2558841 ns/op	       390.8 ops/s	  140471 B/op	    5853 allocs/op
BenchmarkXsyncMapOf_Range_StringKeys/size=1000000-8   	    1548	   2550238 ns/op	       392.1 ops/s	  139785 B/op	    5824 allocs/op
BenchmarkXsyncMapOf_Range_StringKeys/size=1000000-8   	    1612	   2539743 ns/op	       393.7 ops/s	  139012 B/op	    5792 allocs/op
BenchmarkXsyncMapOf_Range_IntKeys/size=100-8          	100000000	        57.79 ns/op	  17302604 ops/s	      19 B/op	       1 allocs/op
BenchmarkXsyncMapOf_Range_IntKeys/size=100-8          	55322986	        55.31 ns/op	  18079533 ops/s	      19 B/op	       1 allocs/op
BenchmarkXsyncMapOf_Range_IntKeys/size=100-8          	63499352	        59.08 ns/op	  16926210 ops/s	      19 B/op	       1 allocs/op
BenchmarkXsyncMapOf_Range_IntKeys/size=1000-8         	10561636	       343.0 ns/op	   2915734 ops/s	      52 B/op	       3 allocs/op
BenchmarkXsyncMapOf_Range_IntKeys/size=1000-8         	10548361	       341.0 ns/op	   2932169 ops/s	      53 B/op	       3 allocs/op
BenchmarkXsyncMapOf_Range_IntKeys/size=1000-8         	10812571	       341.9 ns/op	   2924442 ops/s	      53 B/op	       3 allocs/op
BenchmarkXsyncMapOf_Range_IntKeys/size=100000-8       	   75618	     43055 ns/op	     23226 ops/s	    6196 B/op	     387 allocs/op
BenchmarkXsyncMapOf_Range_IntKeys/size=100000-8       	   74827	     48879 ns/op	     20459 ops/s	    6672 B/op	     417 allocs/op
BenchmarkXsyncMapOf_Range_IntKeys/size=100000-8       	   75862	     48581 ns/op	     20584 ops/s	    7001 B/op	     437 allocs/op
BenchmarkXsyncMapOf_Range_IntKeys/size=1000000-8      	    2104	   2152982 ns/op	       464.5 ops/s	  184174 B/op	   11510 allocs/op
BenchmarkXsyncMapOf_Range_IntKeys/size=1000000-8      	    2097	   2176065 ns/op	       459.5 ops/s	  186689 B/op	   11668 allocs/op
BenchmarkXsyncMapOf_Range_IntKeys/size=1000000-8      	    2156	   2233546 ns/op	       447.7 ops/s	  189469 B/op	   11841 allocs/op
BenchmarkCornelkHashmap_Range_StringKeys/size=100-8   	38562232	        88.40 ns/op	  11311671 ops/s	      19 B/op	       1 allocs/op
BenchmarkCornelkHashmap_Range_StringKeys/size=100-8   	32943967	       101.1 ns/op	   9887415 ops/s	      19 B/op	       1 allocs/op
BenchmarkCornelkHashmap_Range_StringKeys/size=100-8   	37257430	        99.58 ns/op	  10041824 ops/s	      19 B/op	       1 allocs/op
BenchmarkCornelkHashmap_Range_StringKeys/size=1000-8  	 5607812	       641.7 ns/op	   1558435 ops/s	      49 B/op	       5 allocs/op
BenchmarkCornelkHashmap_Range_StringKeys/size=1000-8  	 5601286	       643.4 ns/op	   1554236 ops/s	      40 B/op	       4 allocs/op
BenchmarkCornelkHashmap_Range_StringKeys/size=1000-8  	 5646969	       650.1 ns/op	   1538158 ops/s	      50 B/op	       5 allocs/op
BenchmarkCornelkHashmap_Range_IntKeys/size=100-8      	41851136	        99.48 ns/op	  10052498 ops/s	      20 B/op	       1 allocs/op
BenchmarkCornelkHashmap_Range_IntKeys/size=100-8      	32843133	        99.27 ns/op	  10073567 ops/s	      20 B/op	       1 allocs/op
BenchmarkCornelkHashmap_Range_IntKeys/size=100-8      	40207552	        98.40 ns/op	  10162030 ops/s	      20 B/op	       1 allocs/op
BenchmarkCornelkHashmap_Range_IntKeys/size=1000-8     	 5771316	       549.7 ns/op	   1819278 ops/s	      42 B/op	       4 allocs/op
BenchmarkCornelkHashmap_Range_IntKeys/size=1000-8     	 5839348	       619.3 ns/op	   1614773 ops/s	      45 B/op	       4 allocs/op
BenchmarkCornelkHashmap_Range_IntKeys/size=1000-8     	 6756801	       541.6 ns/op	   1846391 ops/s	      41 B/op	       4 allocs/op
BenchmarkHaxmap_Range_StringKeys/size=100-8           	51960578	        88.18 ns/op	  11340392 ops/s	      20 B/op	       1 allocs/op
BenchmarkHaxmap_Range_StringKeys/size=100-8           	52994620	        83.33 ns/op	  12000074 ops/s	      19 B/op	       1 allocs/op
BenchmarkHaxmap_Range_StringKeys/size=100-8           	39675888	        82.54 ns/op	  12115828 ops/s	      19 B/op	       1 allocs/op
BenchmarkHaxmap_Range_StringKeys/size=1000-8          	 6821484	       535.4 ns/op	   1867906 ops/s	      38 B/op	       3 allocs/op
BenchmarkHaxmap_Range_StringKeys/size=1000-8          	 6982786	       536.3 ns/op	   1864474 ops/s	      44 B/op	       4 allocs/op
BenchmarkHaxmap_Range_StringKeys/size=1000-8          	 7052733	       533.8 ns/op	   1873345 ops/s	      37 B/op	       3 allocs/op
BenchmarkHaxmap_Range_StringKeys/size=100000-8        	   21787	    164576 ns/op	      6076 ops/s	    9291 B/op	    1160 allocs/op
BenchmarkHaxmap_Range_StringKeys/size=100000-8        	   21945	    164387 ns/op	      6083 ops/s	    8534 B/op	    1065 allocs/op
BenchmarkHaxmap_Range_StringKeys/size=100000-8        	   21840	    163423 ns/op	      6119 ops/s	    8783 B/op	    1096 allocs/op
BenchmarkHaxmap_Range_StringKeys/size=1000000-8       	     300	  11471014 ns/op	        87.18 ops/s	  212503 B/op	   26561 allocs/op
BenchmarkHaxmap_Range_StringKeys/size=1000000-8       	     313	  11456960 ns/op	        87.28 ops/s	  212492 B/op	   26560 allocs/op
BenchmarkHaxmap_Range_StringKeys/size=1000000-8       	     292	  11371453 ns/op	        87.94 ops/s	  207662 B/op	   25956 allocs/op
BenchmarkHaxmap_Range_IntKeys/size=100-8              	48307430	        79.88 ns/op	  12518382 ops/s	      19 B/op	       1 allocs/op
BenchmarkHaxmap_Range_IntKeys/size=100-8              	59253480	        84.98 ns/op	  11767677 ops/s	      20 B/op	       1 allocs/op
BenchmarkHaxmap_Range_IntKeys/size=100-8              	41165534	        85.05 ns/op	  11757667 ops/s	      20 B/op	       1 allocs/op
BenchmarkHaxmap_Range_IntKeys/size=1000-8             	 7061640	       518.4 ns/op	   1929160 ops/s	      41 B/op	       4 allocs/op
BenchmarkHaxmap_Range_IntKeys/size=1000-8             	 7026841	       516.8 ns/op	   1934924 ops/s	      46 B/op	       4 allocs/op
BenchmarkHaxmap_Range_IntKeys/size=1000-8             	 6790593	       526.8 ns/op	   1898321 ops/s	      46 B/op	       4 allocs/op
BenchmarkHaxmap_Range_IntKeys/size=100000-8           	   21360	    165875 ns/op	      6029 ops/s	   11792 B/op	    1473 allocs/op
BenchmarkHaxmap_Range_IntKeys/size=100000-8           	   20820	    171603 ns/op	      5827 ops/s	   12146 B/op	    1517 allocs/op
BenchmarkHaxmap_Range_IntKeys/size=100000-8           	   21282	    168966 ns/op	      5918 ops/s	   11750 B/op	    1467 allocs/op
BenchmarkHaxmap_Range_IntKeys/size=1000000-8          	     312	  11338339 ns/op	        88.20 ops/s	  301282 B/op	   37658 allocs/op
BenchmarkHaxmap_Range_IntKeys/size=1000000-8          	     312	  11360808 ns/op	        88.02 ops/s	  301459 B/op	   37681 allocs/op
BenchmarkHaxmap_Range_IntKeys/size=1000000-8          	     302	  11397979 ns/op	        87.73 ops/s	  297573 B/op	   37195 allocs/op
BenchmarkOrcamanCmap_Range_StringKeys/size=100-8      	  478820	      8267 ns/op	    120965 ops/s	   13160 B/op	     200 allocs/op
BenchmarkOrcamanCmap_Range_StringKeys/size=100-8      	  465710	      8136 ns/op	    122902 ops/s	   13160 B/op	     200 allocs/op
BenchmarkOrcamanCmap_Range_StringKeys/size=100-8      	  441912	      8170 ns/op	    122398 ops/s	   13160 B/op	     200 allocs/op
BenchmarkOrcamanCmap_Range_StringKeys/size=1000-8     	  197216	     18182 ns/op	     55000 ops/s	   58088 B/op	     200 allocs/op
BenchmarkOrcamanCmap_Range_StringKeys/size=1000-8     	  203686	     17834 ns/op	     56073 ops/s	   58088 B/op	     200 allocs/op
BenchmarkOrcamanCmap_Range_StringKeys/size=1000-8     	  198332	     17809 ns/op	     56152 ops/s	   58089 B/op	     200 allocs/op
BenchmarkOrcamanCmap_Range_StringKeys/size=100000-8   	    2634	   1252324 ns/op	       798.5 ops/s	 5029609 B/op	     200 allocs/op
BenchmarkOrcamanCmap_Range_StringKeys/size=100000-8   	    2580	   1244730 ns/op	       803.4 ops/s	 5029613 B/op	     200 allocs/op
BenchmarkOrcamanCmap_Range_StringKeys/size=100000-8   	    2578	   1319322 ns/op	       758.0 ops/s	 5029613 B/op	     200 allocs/op
BenchmarkOrcamanCmap_Range_StringKeys/size=1000000-8  	     210	  15328853 ns/op	        65.24 ops/s	48127726 B/op	     200 allocs/op
BenchmarkOrcamanCmap_Range_StringKeys/size=1000000-8  	     228	  16051282 ns/op	        62.30 ops/s	48127725 B/op	     200 allocs/op
BenchmarkOrcamanCmap_Range_StringKeys/size=1000000-8  	     218	  15258215 ns/op	        65.54 ops/s	48127732 B/op	     200 allocs/op
BenchmarkOrcamanCmap_Range_IntKeys/size=100-8         	  419302	      7892 ns/op	    126708 ops/s	   11192 B/op	     167 allocs/op
BenchmarkOrcamanCmap_Range_IntKeys/size=100-8         	  482401	      7821 ns/op	    127862 ops/s	   11192 B/op	     167 allocs/op
BenchmarkOrcamanCmap_Range_IntKeys/size=100-8         	  436388	      7878 ns/op	    126939 ops/s	   11192 B/op	     167 allocs/op
BenchmarkOrcamanCmap_Range_IntKeys/size=1000-8        	  215641	     16315 ns/op	     61293 ops/s	   41080 B/op	     167 allocs/op
BenchmarkOrcamanCmap_Range_IntKeys/size=1000-8        	  217242	     16547 ns/op	     60435 ops/s	   41081 B/op	     167 allocs/op
